time, Quad.Pos.Y, Quad.Est.Y, Quad.Vel.Y, Quad.Est.VY
0.005000,-0.000000,-0.000014,-0.000007,-0.002925
0.010000,-0.000000,-0.000030,-0.000075,-0.005401
0.015000,-0.000001,-0.000064,-0.000258,-0.004719
0.020000,-0.000003,-0.000082,-0.000587,-0.008347
0.025000,-0.000008,-0.000131,-0.001082,-0.008163
0.030000,-0.000015,-0.000167,-0.001743,-0.008343
0.035000,-0.000026,-0.000217,-0.002548,-0.008397
0.040000,-0.000041,-0.000251,-0.003434,-0.008740
0.045000,-0.000061,-0.000303,-0.004352,-0.009946
0.050000,-0.000086,-0.000341,-0.005236,-0.008057
0.055000,-0.000114,-0.000396,-0.006023,-0.012373
0.060000,-0.000147,-0.000445,-0.006681,-0.014276
0.065000,-0.000182,-0.000528,-0.007181,-0.017321
0.070000,-0.000218,-0.000600,-0.007500,-0.016889
0.075000,-0.000256,-0.000696,-0.007627,-0.015141
0.080000,-0.000294,-0.000758,-0.007563,-0.012558
0.085000,-0.000332,-0.000834,-0.007328,-0.013106
0.090000,-0.000367,-0.000886,-0.006964,-0.012210
0.095000,-0.000401,-0.000961,-0.006538,-0.014535
0.100000,-0.000432,-0.001021,-0.006125,-0.014769
0.105000,-0.000462,0.003113,-0.005783,0.103879
0.110000,-0.000490,0.003528,-0.005578,0.102858
0.115000,-0.000518,0.004137,-0.005611,0.101116
0.120000,-0.000547,0.004540,-0.005974,0.099722
0.125000,-0.000579,0.005142,-0.006743,0.101176
0.130000,-0.000616,0.005548,-0.007982,0.100496
0.135000,-0.000661,0.006151,-0.009719,0.099849
0.140000,-0.000716,0.006547,-0.011972,0.096586
0.145000,-0.000784,0.007118,-0.014715,0.091756
0.150000,-0.000867,0.007484,-0.017865,0.089603
0.155000,-0.000967,0.008009,-0.021436,0.082174
0.160000,-0.001086,0.008338,-0.025381,0.078745
0.165000,-0.001225,0.008804,-0.029617,0.073423
0.170000,-0.001387,0.009091,-0.034093,0.066497
0.175000,-0.001571,0.009474,-0.038741,0.059761
0.180000,-0.001779,0.009707,-0.043581,0.055940
0.185000,-0.002012,0.010035,-0.048495,0.050633
0.190000,-0.002269,0.010225,-0.053358,0.043523
0.195000,-0.002550,0.010472,-0.058268,0.036835
0.200000,-0.002857,0.010610,-0.063221,0.033128
0.205000,-0.003187,0.000146,-0.068127,-0.021001
0.210000,-0.003543,0.000056,-0.073004,-0.027798
0.215000,-0.003922,-0.000125,-0.077734,-0.032959
0.220000,-0.004324,-0.000259,-0.082281,-0.036965
0.225000,-0.004748,-0.000495,-0.086427,-0.043125
0.230000,-0.005192,-0.000673,-0.090049,-0.049338
0.235000,-0.005652,-0.000971,-0.093195,-0.051013
0.240000,-0.006126,-0.001180,-0.095824,-0.054796
0.245000,-0.006611,-0.001508,-0.098020,-0.055665
0.250000,-0.007107,-0.001726,-0.099829,-0.057718
0.255000,-0.007611,-0.002082,-0.101221,-0.060847
0.260000,-0.008120,-0.002318,-0.102201,-0.061326
0.265000,-0.008633,-0.002692,-0.102751,-0.065303
0.270000,-0.009147,-0.002954,-0.102867,-0.064808
0.275000,-0.009661,-0.003349,-0.102552,-0.067349
0.280000,-0.010171,-0.003620,-0.101825,-0.069926
0.285000,-0.010677,-0.004044,-0.100707,-0.071055
0.290000,-0.011176,-0.004331,-0.099218,-0.072845
0.295000,-0.011667,-0.004768,-0.097388,-0.071295
0.300000,-0.012148,-0.005049,-0.095278,-0.069053
0.305000,-0.012617,-0.014726,-0.092938,-0.089197
0.310000,-0.013074,-0.015093,-0.090396,-0.087800
0.314999,-0.013519,-0.015609,-0.087776,-0.085965
0.319999,-0.013949,-0.015954,-0.085038,-0.083877
0.324999,-0.014366,-0.016454,-0.082181,-0.079886
0.329999,-0.014768,-0.016764,-0.079145,-0.078819
0.334999,-0.015154,-0.017224,-0.075876,-0.073271
0.339999,-0.015523,-0.017501,-0.072363,-0.069706
0.344999,-0.015873,-0.017914,-0.068576,-0.067376
0.349999,-0.016204,-0.018182,-0.064481,-0.065194
0.354999,-0.016514,-0.018567,-0.060212,-0.061262
0.359999,-0.016801,-0.018810,-0.055719,-0.059907
0.364999,-0.017066,-0.019165,-0.051074,-0.060867
0.369999,-0.017307,-0.019403,-0.046252,-0.061668
0.374999,-0.017523,-0.019761,-0.041223,-0.055690
0.379999,-0.017714,-0.019980,-0.035986,-0.051994
0.384999,-0.017878,-0.020280,-0.030625,-0.045497
0.389999,-0.018015,-0.020460,-0.025239,-0.042457
0.394998,-0.018125,-0.020715,-0.019914,-0.041211
0.399998,-0.018209,-0.020859,-0.014741,-0.035554
0.404998,-0.018266,-0.013232,-0.009277,0.040916
0.409998,-0.018296,-0.013070,-0.003558,0.044644
0.414998,-0.018297,-0.012796,0.002039,0.048430
0.419998,-0.018270,-0.012602,0.007337,0.051731
0.424998,-0.018219,-0.012283,0.012279,0.057063
0.429998,-0.018144,-0.012050,0.016702,0.060132
0.434998,-0.018048,-0.011690,0.020526,0.060167
0.439998,-0.017936,-0.011446,0.023720,0.062512
0.444998,-0.017809,-0.011061,0.026270,0.066320
0.449998,-0.017672,-0.010794,0.028274,0.067157
0.454998,-0.017526,-0.010384,0.029761,0.071947
0.459998,-0.017374,-0.010092,0.030773,0.074345
0.464998,-0.017218,-0.009642,0.031381,0.077259
0.469997,-0.017060,-0.009324,0.031652,0.078599
0.474997,-0.016902,-0.008861,0.031637,0.077799
0.479997,-0.016744,-0.008541,0.031375,0.080371
0.484997,-0.016589,-0.008069,0.030892,0.078310
0.489997,-0.016436,-0.007757,0.030191,0.079019
0.494997,-0.016288,-0.007297,0.029286,0.074378
0.499997,-0.016145,-0.007003,0.028175,0.070544
0.504997,-0.016008,-0.004169,0.026758,0.101110
0.509997,-0.015879,-0.003770,0.025022,0.098625
0.514997,-0.015760,-0.003182,0.022962,0.096356
0.519997,-0.015653,-0.002798,0.020558,0.094047
0.524997,-0.015558,-0.002242,0.017866,0.088619
0.529997,-0.015477,-0.001892,0.014858,0.086071
0.534997,-0.015413,-0.001383,0.011588,0.080990
0.539997,-0.015365,-0.001060,0.008047,0.078391
0.544997,-0.015336,-0.000603,0.004272,0.070780
0.549996,-0.015327,-0.000325,0.000275,0.067558
0.554996,-0.015338,0.000060,-0.003884,0.058142
0.559996,-0.015370,0.000284,-0.008163,0.052627
0.564996,-0.015424,0.000591,-0.012487,0.046508
0.569996,-0.015499,0.000778,-0.016740,0.041754
0.574996,-0.015595,0.001013,-0.020917,0.033629
0.579996,-0.015712,0.001143,-0.025060,0.030313
0.584996,-0.015850,0.001318,-0.029095,0.027878
0.589996,-0.016007,0.001434,-0.033025,0.025330
0.594996,-0.016184,0.001573,-0.036799,0.018765
0.599996,-0.016378,0.001657,-0.040352,0.013836
0.604996,-0.016590,0.013907,-0.043645,-0.007940
0.609996,-0.016817,0.013864,-0.046615,-0.011359
0.614996,-0.017059,0.013787,-0.049373,-0.016666
0.619996,-0.017313,0.013723,-0.051893,-0.018156
0.624996,-0.017580,0.013603,-0.054251,-0.023641
0.629995,-0.017858,0.013497,-0.056469,-0.025412
0.634995,-0.018147,0.013339,-0.058615,-0.027602
0.639995,-0.018446,0.013218,-0.060705,-0.029875
0.644995,-0.018756,0.013029,-0.062710,-0.033359
0.649995,-0.019075,0.012890,-0.064703,-0.036426
0.654995,-0.019405,0.012673,-0.066637,-0.037375
0.659995,-0.019743,0.012522,-0.068455,-0.037897
0.664995,-0.020091,0.012283,-0.070128,-0.041539
0.669995,-0.020446,0.012123,-0.071711,-0.043057
0.674995,-0.020809,0.011856,-0.073160,-0.047944
0.679995,-0.021179,0.011694,-0.074449,-0.048077
0.684995,-0.021554,0.011399,-0.075568,-0.051715
0.689995,-0.021935,0.011162,-0.076540,-0.052327
0.694995,-0.022321,0.010844,-0.077364,-0.052682
0.699995,-0.022709,0.010675,-0.078036,-0.053632
0.704994,-0.023101,0.008667,-0.078625,-0.082309
0.709994,-0.023496,0.008355,-0.079105,-0.081586
0.714994,-0.023893,0.007855,-0.079440,-0.084130
0.719994,-0.024290,0.007511,-0.079611,-0.085827
0.724994,-0.024688,0.006994,-0.079602,-0.086228
0.729994,-0.025086,0.006643,-0.079395,-0.086666
0.734994,-0.025482,0.006118,-0.078961,-0.088567
0.739994,-0.025875,0.005767,-0.078269,-0.087445
0.744994,-0.026263,0.005242,-0.077301,-0.086661
0.749994,-0.026646,0.004896,-0.076077,-0.085596
0.754994,-0.027022,0.004381,-0.074618,-0.086774
0.759994,-0.027390,0.004033,-0.072953,-0.088701
0.764994,-0.027750,0.003498,-0.071114,-0.087226
0.769994,-0.028099,0.003144,-0.069168,-0.083303
0.774994,-0.028439,0.002643,-0.067083,-0.081301
0.779994,-0.028768,0.002311,-0.064906,-0.080454
0.784993,-0.029086,0.001835,-0.062638,-0.075008
0.789993,-0.029392,0.001554,-0.060297,-0.072977
0.794993,-0.029686,0.001117,-0.057955,-0.073396
0.799993,-0.029969,0.000850,-0.055579,-0.071544
0.804993,-0.030239,0.012840,-0.053069,0.001360
0.809993,-0.030497,0.012888,-0.050442,0.002601
0.814993,-0.030741,0.012907,-0.047834,0.004592
0.819993,-0.030973,0.012969,-0.045420,0.005058
0.824993,-0.031194,0.012998,-0.043345,0.003244
0.829993,-0.031405,0.012999,-0.041701,0.005094
0.834993,-0.031610,0.013033,-0.040554,0.008586
0.839993,-0.031811,0.013070,-0.039938,0.009161
0.844993,-0.032010,0.013124,-0.039827,0.008803
0.849993,-0.032210,0.013156,-0.040162,0.008100
0.854993,-0.032413,0.013206,-0.040882,0.008188
0.859993,-0.032620,0.013250,-0.041915,0.009451
0.864992,-0.032834,0.013313,-0.043207,0.010863
0.869992,-0.033054,0.013362,-0.044678,0.008894
0.874992,-0.033282,0.013408,-0.046255,0.005166
0.879992,-0.033518,0.013424,-0.047905,0.003273
0.884992,-0.033763,0.013433,-0.049603,-0.002628
0.889992,-0.034016,0.013432,-0.051347,-0.002854
0.894992,-0.034278,0.013406,-0.053130,-0.008110
0.899992,-0.034549,0.013354,-0.054938,-0.010909
0.904992,-0.034830,0.012686,-0.056801,-0.002608
0.909992,-0.035119,0.012669,-0.058699,-0.003905
0.914992,-0.035419,0.012636,-0.060644,-0.007969
0.919992,-0.035728,0.012604,-0.062639,-0.009307
0.924992,-0.036047,0.012539,-0.064639,-0.011999
0.929992,-0.036376,0.012486,-0.066625,-0.013698
0.934992,-0.036715,0.012403,-0.068602,-0.016574
0.939991,-0.037064,0.012335,-0.070535,-0.021085
0.944991,-0.037422,0.012206,-0.072412,-0.023625
0.949991,-0.037790,0.012110,-0.074265,-0.024368
0.954991,-0.038167,0.011956,-0.076083,-0.026636
0.959991,-0.038552,0.011846,-0.077832,-0.028077
0.964991,-0.038947,0.011675,-0.079500,-0.029018
0.969991,-0.039349,0.011557,-0.081055,-0.031411
0.974991,-0.039758,0.011360,-0.082467,-0.036323
0.979991,-0.040175,0.011212,-0.083781,-0.038888
0.984991,-0.040597,0.010977,-0.085035,-0.040596
0.989991,-0.041026,0.010806,-0.086251,-0.045316
0.994991,-0.041461,0.010532,-0.087465,-0.046970
0.999991,-0.041902,0.010350,-0.088658,-0.048394
1.004991,-0.042349,-0.001497,-0.089807,-0.086834
1.009991,-0.042801,-0.001841,-0.090830,-0.089315
1.014991,-0.043258,-0.002384,-0.091646,-0.092786
1.019992,-0.043718,-0.002768,-0.092168,-0.094868
1.024992,-0.044179,-0.003340,-0.092338,-0.095282
1.029992,-0.044640,-0.003726,-0.092092,-0.095903
